	mBAL-202-DNA-TA1-B10	mBAL-202-RNA-TA1-B10	mBAL-205-DNA-TA1-B8	mBAL-205-RNA-TA1-QIA-61917	mBAL-208-DNA-TA1-B10	mBAL-208-RNA-TA1-B10	mBAL-209-DNA-TA1-B8	mBAL-209-RNA-TA1-QIA-61917	mBAL-211-DNA-TA1-B10	mBAL-211-RNA-TA1-B10	mBAL-212-DNA-TA1-ZYM-6717-B7	mBAL-212-RNA-TA1-B10	mBAL-213-DNA-TA1-B8	mBAL-213-RNA-TA1-QIA-62317	mBAL-215-DNA-TA1-B10	mBAL-215-RNA-TA1-B10	mBAL-216-DNA-TA1-B10	mBAL-216-RNA-TA1-B10	mBAL-217-DNA-TA1-B8	mBAL-217-RNA-TA1-QIA-61917	mBAL-218-DNA-TA1-B10	mBAL-218-RNA-TA1-B10	mBAL-220-DNA-TA1-B8	mBAL-220-RNA-TA1-B10	mBAL-221-DNA-TA1-B8	mBAL-221-RNA-TA1-B10	mBAL-224-DNA-B6	mBAL-224-RNA-B5	mBAL-225-DNA-TA1-ZYM-6717-B7	mBAL-225-RNA-TA1-B10	mBAL-226-DNA-TA1-B10	mBAL-226-RNA-TA1-B10	mBAL-227-DNA-TA1-B10	mBAL-227-RNA-TA1-B10	mBAL-229-DNA-TA1-B8	mBAL-229-RNA-TA1-QIA-62317	mBAL-231-DNA-TA1-B10	mBAL-231-RNA-TA1-B10	mBAL-232-DNA-TA1-ZYM-6717-B7	mBAL-232-RNA-B5B	mBAL-235-DNA-TA1-B10	mBAL-235-RNA-TA1-B10	mBAL-237-DNA-TA1-B8	mBAL-237-RNA-TA1-B10	mBAL-240-DNA-TA-B12	mBAL-240-RNA-TA1-B10	mBAL-241-DNA-TA-B12	mBAL-241-RNA-TA1-B10	mBAL-245-DNA-TA1-B8	mBAL-245-RNA-TA1-QIA-62317	mBAL-246-DNA-TA1-B8	mBAL-246-RNA-TA1-QIA-62317	mBAL-251-DNA-TA2-QIA-6517-B7	mBAL-251-RNA-TA2-QIA-60517	mBAL-252-DNA-TA1-ZYM-6717-B7	mBAL-252-RNA-TA1-QIA-61917	mBAL-254-DNA-TA1-QIA-6517-B7	mBAL-254-RNA-TA1-QIA-61217	mBAL-256-DNA-TA2-QIA-6517-B7	mBAL-256-RNA-TA2-QIA-60517	mBAL-257-DNA-TA1-ZYM-6717-B7	mBAL-257-RNA-B5B	mBAL-258-DNA-TA1-B10	mBAL-258-RNA-TA1-B10	mBAL-261-DNA-TA2-QIA-6517-B7	mBAL-261-RNA-TA1-B10	mBAL-264-DNA-TA1-B10	mBAL-264-RNA-TA1-B10	mBAL-268-DNA-TA2-QIA-6517-B7	mBAL-268-RNA-TA2-QIA-60517	mBAL-270-DNA-TA-B12	mBAL-270-RNA-TA1-B10	mBAL-272-DNA-TA2-QIA-6517-B7	mBAL-272-RNA-TA1-B10	mBAL-273-DNA-TA1-ZYM-6717-B7	mBAL-273-RNA-TA1-B10	mBAL-278-DNA-TA2-QIA-6517-B7	mBAL-278-RNA-TA2-QIA-60117	mBAL-288-DNA-TA1-QIA-6117-B7	mBAL-288-RNA-TA1-QIA-60117	mBAL-289-DNA-TA1-B8	mBAL-289-RNA-TA1-QIA-62317	mBAL-290-DNA-TA1-B8	mBAL-290-RNA-TA1-QIA-62317	mBAL-295-DNA-TA1-QIA-6117-B7	mBAL-295-RNA-TA1-QIA-60117	mBAL-297-DNA-TA1-B8	mBAL-297-RNA-TA1-QIA-62317	mBAL-298-DNA-TA1-B8	mBAL-298-RNA-TA1-B10	mBAL-301-DNA-TA1-B10	mBAL-301-RNA-TA1-B10	mBAL-304-DNA-B6	mBAL-304-RNA-TA1-B10	mBAL-307-DNA-TA1-ZYM-6117-B7	mBAL-307-RNA-TA1-B10	mBAL-310-DNA-TA1-ZYM-6117-B7	mBAL-310-RNA-B5B	mBAL-311-DNA-B6	mBAL-311-RNA-B5B	mBAL-313-RNA-B5	mBAL-314-DNA-B6	mBAL-314-RNA-TA1-B10	mBAL-315-DNA-B6	mBAL-315-RNA-TA1-B10	mBAL-316-DNA-TA1-ZYM-6117-B7	mBAL-316-RNA-B5	mBAL-317-RNA-B5	mBAL-318-DNA-TA1-ZYM-6117-B7	mBAL-318-RNA-B5B	mBAL-319-DNA-TA1-QIA-6117-B7	mBAL-319-RP-RNA-TA-B11	mBAL-320-DNA-TA1-ZYM-6117-B7	mBAL-320-RNA-B5	mBAL-321-51-DNA-TA-B11	mBAL-321-51-RNA-TA-B11	mBAL-323-55-RNA-TA-B11	mBAL-323-DNA-TA1-QIA-6117-B7	mBAL-324-DNA-TA1-ZYM-6117-B7	mBAL-324-RNA-B5	mBAL-327-RNA-B5	mBAL-329-DNA-TA1-ZYM-6117-B7	mBAL-329-RNA-B5	mBAL-330-DNA-TA1-ZYM-6117-B7	mBAL-330-RNA-B5	mBAL-331-DNA-TA1-QIA-6117-B7	mBAL-331-RNA-TA1-B10	mBAL-334-55-DNA-TA-B11	mBAL-334-55-RNA-TA-B11	mBAL-335-DNA-B6	mBAL-335-RNA-TA1-B10	mBAL-337-DNA-B6	mBAL-337-RNA-TA1-B10	mBAL-338-DNA-TA1-ZYM-6117-B7	mBAL-338-RNA-TA1-B10	mBAL-339-RNA-TA1-B10	mBAL-341-DNA-TA1-B10	mBAL-341-RNA-TA1-B10	mBAL-343-DNA-TA1-B10	mBAL-343-RNA-TA1-B10	mBAL-347-DNA-TA1-B10	mBAL-347-RNA-TA1-B10	mBAL-349-DNA-TA1-B10	mBAL-349-RNA-TA1-B10	mBAL-350-DNA-TA1-B8	mBAL-350-RNA-TA1-B10	mBAL-353-DNA-TA1-B10	mBAL-353-RNA-TA1-B10	mBAL-355-DNA-TA1-B10	mBAL-355-RNA-TA1-B10	mBAL-356-DNA-TA1-B10	mBAL-356-RNA-TA1-B10	mBAL-357-DNA-TA1-B10	mBAL-357-RNA-TA1-B10	mBAL-358-DNA-TA1-B10	mBAL-358-RNA-TA1-B10	mBAL-359-DNA-TA1-B10	mBAL-359-RNA-TA1-B10	mBAL-360-DNA-TA1-B10	mBAL-360-RNA-TA1-B10	mBAL-362-DNA-TA1-B10	mBAL-362-RNA-TA1-B10	mBAL-363-DNA-TA1-B10	mBAL-363-RNA-TA1-B10	mBAL-364-DNA-TA1-B10	mBAL-364-RNA-TA1-B10	mBAL-367-54-DNA-TA-B11	mBAL-367-54-RNA-TA-B11	mBAL-368-54-DNA-TA-B11	mBAL-368-54-RNA-TA-B11	mBAL-369-54-DNA-TA-B11	mBAL-369-54-RNA-TA-B11	mBAL-378-54-DNA-TA-B11	mBAL-378-54-RNA-TA-B11	mBAL-381-54-DNA-TA-B11	mBAL-381-54-RNA-TA-B11	mBAL-383-54-DNA-TA-B11	mBAL-383-54-RNA-TA-B11	mBAL-385-54-DNA-TA-B11	mBAL-385-54-RNA-TA-B11
Acetobacterium woodii ( 33952 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.43	0	0	0	0.11	0	0	0	0.23	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0.03	0	0.53	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.05	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetohalobium arabaticum ( 28187 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0
Acholeplasma brassicae ( 61635 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.07	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.08	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acholeplasma equifetale ( 264634 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acholeplasma hippikon ( 264636 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acholeplasma laidlawii ( 2148 )	0	0.03	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0
Acholeplasma oculi ( 35623 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0	0.17	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acholeplasma palmae ( 38986 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84	0	0	0	0.08	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.14	0.24	0	0	0	0	0	0	0	0.05	0	0.33	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	2.35	0	0	0	0	0	0	0	0	0	0	0	0	0
Acholeplasma sp. J294 ( 398173 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0
Acholeplasma sp. N93 ( 555393 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	1.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromatium oxaliferum ( 44938 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter sp. 26 ( 1104363 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter sp. enrichment culture clone HD-14 ( 1196665 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter xylosoxidans ( 85698 )	0	0.29	0	0.82	0	0.75	0	0.3	0	0.74	0	0.43	0	0.05	0	0.38	0	2.48	0	0.08	0	17.36	0	23.77	0	7.83	0	0	0	0.11	0	27.23	0	0.04	0	0	0	0	0	0.83	0	0.28	0.16	0.23	0	0.3	0	1.24	0	0.04	0	0.09	0.08	0.05	0	0	0	4.33	0	0.85	0	3.03	0	0.04	0	5.81	0	0	15.44	33.37	0	1.81	0	0.07	0	0.02	0	0.13	0.31	3.63	0	0.02	0	0.2	0	1.56	0	0.1	0	0.04	0	0.46	0	0.24	0	1.25	0	0.27	0.02	7.5	18.56	0	0.03	0	0	0	41.03	46.55	0	3.64	0.08	0.53	0.08	39.65	0.04	0.1	3.14	0.05	0.06	0.13	1.23	0	0	0.08	0.06	0.14	0.56	0.06	0.57	0	0	0.03	0.08	0	0.3	0	0	0.03	0.5	0	0	0	0	0.11	0.08	0	0	1.29	0	0.05	0	2.81	0	0	0	0	0	0.12	0	0	0	0	0	1.76	0	0	2.85	40.46	0	0	0	7.17	0	0	0	0.59	0	0.92	0	1.26
Acidaminococcus fermentans ( 905 )	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	3.97	0	0.07	0	0.25	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.12	0	2.22	0	0.05	0	0	0	0	0	0.02	0	0	0	0	0	0.08	0	0	0	0	0	0.61	0	0	0	0.02	0	0	0	0	0	1.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.05	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0.08	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidaminococcus intestini ( 187327 )	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.08	133.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidimicrobium ferrooxidans ( 53635 )	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.13	0	0.02	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.07	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidiphilium cryptum ( 524 )	0	0	0	0.02	0	0	0	0	0	0.04	0	0	0	0	0	0.05	0	0.12	0	0	0	0.55	0	0	0	0	0	0	0	0	0	1.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.02	0	0	0	0.2	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.14	0.26	0	0	0	0	0	0.95	1.11	0	0	0	0	0	1.08	0	0	0	0	0	0	0.05	0	0	0	0	0	0.02	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0.34	0.37	0	0	0	0	0	0	0	0	0	0	0	0
Acidiphilium multivorum ( 62140 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0
Acidiphilium sp. T2 ( 483238 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus caldus ( 33059 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus ferrivorans ( 160808 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.15	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57	0	0	0	0	0	1.49	1.6	0	0.13	0	0.08	0	1.36	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus ferrooxidans ( 920 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0.08	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus thiooxidans ( 930 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiomicrobium sp. P1 ( 656830 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiomicrobium sp. P2 ( 656831 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
